medicaments;QuantiteStock;PrixCession;PrixPublic;DateSortie;Listes;Classes;Formes;;;;;;;
Epicran 7/10 22G noir;28;880 CFA;1?393 CFA;30/08/2023;;;;;;;;;;
Phartrim ad 400mg/80mg cp b/20;29;611 CFA;899 CFA;19/09/2023;LISTE I;;Comprimes Gelules;;;;;;;
Sterdex pde opht capsule B/12;29;866 CFA;1?257 CFA;15/09/2023;LISTE I;Antiinfectieux Antiinflammatoire steroidien;Pommades ophtalmiques;;;;;;;
Collyre bleue laiter faible cy;29;1?102 CFA;1?579 CFA;19/09/2023;LISTE II;Antiseptique oculaire;Collyres;;;;;;;
Normet sp Fl/30ml;29;1?318 CFA;1?893 CFA;18/09/2023;LISTE I;Antiinfectieux Antibacterien Antiparasitaire;Sirops;;;;;;;
Zocin 500mg cp;29;3?541 CFA;5?018 CFA;18/09/2023;;;Comprimes Gelules;;;;;;;
Apetamin sirop;29;1?743 CFA;2?450 CFA;09/09/2023;SANS TABLEAU;;Sirops;;;;;;;
Clamoxyl 1g cp disp B/10 sans sucre;30;2?386 CFA;3?394 CFA;16/09/2023;LISTE I;Antiinfectieux Antibacterien (Penicillines);Comprimes Gelules;;;;;;;
Carmox-250 sp;30;867 CFA;1?259 CFA;19/09/2023;LISTE I;;Sirops;;;;;;;
Codoliprane cp B/16;30;1?188 CFA;1?711 CFA;19/09/2023;LISTE I;Antalgique Antipyretique;Comprimes Gelules;;;;;;;
Visceralgine sp FL/150ml ;30;1?102 CFA;1?549 CFA;16/09/2023;SANS TABLEAU;Antispasmodique;Sirops;;;;;;;
Collecteur d'urine labell 2l sach/1;30;2?459 CFA;3?821 CFA;19/03/2023;ST;;Divers ;;;;;;;
Rolicin 500mg cp;30;1?763 CFA;2?518 CFA;18/09/2023;LISTE I;;Comprimes Gelules;;;;;;;
Desloratadine gh;30;1?993 CFA;2?832 CFA;16/09/2023;LISTE II;;Comprimes Gelules;;;;;;;
Vovgel;30;632 CFA;918 CFA;19/09/2023;LISTE II;Cicatrisation corneenne ;Collyres;;;;;;;
Flub 100mg gel b/6;30;1?154 CFA;1?652 CFA;19/09/2023;LISTE II;;Comprimes Gelules;;;;;;;
Fansidar cp B/3;30;742 CFA;1?083 CFA;19/09/2023;LISTE I;Antipaludique;Comprimes Gelules;;;;;;;
Aspirin cardio cp gastro resist bte/30;30;1?216 CFA;1?709 CFA;19/09/2023;SANS TABLEAU;;Comprimes Gelules;;;;;;;
Verex cp B/1;31;716 CFA;1?036 CFA;14/09/2023;LISTE II;Antihelminthique Antiparasitaire;Comprimes Gelules;;;;;;;
Wormin 100mg susp f/30ml;31;1?185 CFA;1?666 CFA;15/09/2023;SANS TABLEAU;;Sirops;;;;;;;
Primalan sp FI/60ml;31;1?235 CFA;1?736 CFA;19/09/2023;SANS TABLEAU;Antihistaminique Antiallergique;Sirops;;;;;;;
Efferalgan 250mg  sachet B/12;31;777 CFA;1?092 CFA;14/09/2023;SANS TABLEAU;Antalgique Antipyretique;Sachets Granules poudres orales;;;;;;;
Ibex B/24 cp;31;748 CFA;1?081 CFA;19/09/2023;LISTE II;Antalgique Antipyretique;Comprimes Gelules;;;;;;;
Dislep cp B/20;32;4?156 CFA;5?873 CFA;19/09/2023;LISTE II;Regulateur du transit intestinal;Comprimes Gelules;;;;;;;
Efferalgan codeine cp eff B/16 sans sucre;32;1?383 CFA;1?984 CFA;19/09/2023;LISTE I;Antalgique Antipyretique;Comprimes Gelules;;;;;;;
Cyteal sol mouss Fl/250ml;32;1?432 CFA;2?013 CFA;19/09/2023;SANS TABLEAU;Antiseptique externe;Solutions externes lotions;;;;;;;
B vit fort plaquette;33;342 CFA;480 CFA;08/08/2023;SANS TABLEAU;;Comprimes Gelules;;;;;;;
Pinkoo sp Fl/120ml;33;883 CFA;1?241 CFA;19/09/2023;SANS TABLEAU;Calmant et apaisant;Sirops;;;;;;;
Metformin denk 500mg BL/3x10;33;674 CFA;987 CFA;19/09/2023;LISTE I;;Comprimes Gelules;;;;;;;
Cetamyl sirop;33;774 CFA;1?118 CFA;19/09/2023;LISTE II;;Sirops;;;;;;;
Catheter G22 bleu ;33;349 CFA;536 CFA;09/09/2023;SANS TABLEAU;;Divers ;;;;;;;
Curam 1000mg /125mg sch b/12;33;3?755 CFA;5?319 CFA;19/09/2023;;;;;;;;;;
Cetamyl 1g cp;33;678 CFA;983 CFA;19/09/2023;LISTE II;;Comprimes Gelules;;;;;;;
Clofains cp;34;686 CFA;994 CFA;19/09/2023;LISTE II;;Comprimes Gelules;;;;;;;
Ninfea;34;0 CFA;40 CFA;05/08/2023;;;;;;;;;;
Phartrim 200/400 susp buv;34;493 CFA;733 CFA;19/09/2023;I;;Sirops;;;;;;;
Nidazol 500mg cp B/20;34;1?053 CFA;1?520 CFA;19/09/2023;LISTE I;Antiinfectieux Antiparasitaire (Nitro imidazoles);Comprimes Gelules;;;;;;;
Glucophage 850mg cp B/30;34;2?085 CFA;2?971 CFA;16/09/2023;LISTE I;;Comprimes Gelules;;;;;;;
No-Spa forte B/20 cp;34;2?278 CFA;3?232 CFA;19/09/2023;LISTE II;Antispasmodique;Comprimes Gelules;;;;;;;
Catgut 3/0;34;224 CFA;314 CFA;31/08/2023;SANS TABLEAU;;Divers ;;;;;;;
Baneocin pde tbe 20g;35;1?045 CFA;1?509 CFA;19/09/2023;LISTE I;Antiinfectieux Antibacterien;Pommades cremes;;;;;;;
Doliprane 300mg  sachet B/12;35;832 CFA;1?169 CFA;19/09/2023;SANS TABLEAU;Antalgique Antipyretique;Sachets Granules poudres orales;;;;;;;
NaN optipro 2 b/400g;35;2?560 CFA;3?200 CFA;19/09/2023;SANS TABLEAU;;Farines et lait;;;;;;;
Poche e urine;35;396 CFA;609 CFA;26/08/2023;SANS TABLEAU;;Divers ;;;;;;;
Fercefol cp B/30;36;913 CFA;1?283 CFA;19/09/2023;SANS TABLEAU;Antianemique ;Comprimes Gelules;;;;;;;
Uvesterol ADEC sol buvable FL/10ml;37;1?196 CFA;1?711 CFA;19/09/2023;LISTE II;;Solutions buvables ou rectales;;;;;;;
Duphaston cp B/20;37;3?883 CFA;5?489 CFA;18/09/2023;LISTE II;;Comprimes Gelules;;;;;;;
Neutraderm gel cr dermo 400ml;37;8?771 CFA;13?529 CFA;26/05/2023;ST;;Pommades cremes;;;;;;;
Dacryoserum sol oculaire unidose/20;37;2?057 CFA;2?892 CFA;18/09/2023;SANS TABLEAU;Antiseptique oculaire;Collyres;;;;;;;
Panalgic  cp eff B/16;38;774 CFA;1?128 CFA;19/09/2023;LISTE I;Antalgique Antipyretique;Comprimes Gelules;;;;;;;
Spasmo-apotel cp;38;1?676 CFA;2?386 CFA;15/09/2023;LISTE II;;Comprimes Gelules;;;;;;;
Paraco-denk;38;40 CFA;40 CFA;15/09/2023;;;;;;;;;;
Troynoxa 40;38;1?893 CFA;2?701 CFA;19/09/2023;LISTE I;;Injectables;;;;;;;
Fezomin C cp B/30;38;1?210 CFA;1?701 CFA;19/09/2023;SANS TABLEAU;Antianemique ;Comprimes Gelules;;;;;;;
Panadol extra advance 500/65mg cp b/14;38;1?029 CFA;1?622 CFA;19/09/2023;ST;;Comprimes Gelules;;;;;;;
Ferfoltone gelu B/30;38;666 CFA;936 CFA;19/09/2023;SANS TABLEAU;Antianemique ;Comprimes Gelules;;;;;;;
Dexeryl creme T/200G;39;2?426 CFA;3?410 CFA;19/09/2023;SANS TABLEAU;Protecteur cutane;Pommades cremes;;;;;;;
Alben cp B/1;39;925 CFA;1?330 CFA;17/09/2023;LISTE II;Antihelminthique Antiparasitaire;Comprimes Gelules;;;;;;;
Ketoprofen GH suppo;39;1?091 CFA;1?563 CFA;19/09/2023;LISTE II;;Suppositoires;;;;;;;
Vogalene injet detail;39;178 CFA;280 CFA;14/09/2023;LISTE II;;Injectables;;;;;;;
Klipal codeine;39;0 CFA;40 CFA;19/07/2023;;;Comprimes Gelules;;;;;;;
Pantopral D;39;5?223 CFA;7?373 CFA;19/09/2023;LISTE II;;Comprimes Gelules;;;;;;;
Escodyne cpeff  B/10;39;1?255 CFA;1?764 CFA;15/09/2023;SANS TABLEAU;Supplement vitaminique;Comprimes Gelules;;;;;;;
Mixtard insul;39;828 CFA;949 CFA;16/09/2023;LISTE II;;Injectables;;;;;;;
Flucon cy T/3ml;40;883 CFA;1?281 CFA;19/09/2023;LISTE I;Antiinflammatoire steroidien;Collyres;;;;;;;
Flagyl 125ml/5ml sup buv /120ml;40;1?685 CFA;2?409 CFA;17/09/2023;I;;Sirops;;;;;;;
Betadine bleue sol gyneco Fl/125ml;40;866 CFA;1?217 CFA;19/09/2023;SANS TABLEAU;Antiinfectieux Antibacterien;Solutions externes lotions;;;;;;;
Litamol 500mg eff b/80;40;193 CFA;271 CFA;19/09/2023;;;Comprimes Gelules;;;;;;;
Maximag amp buv B/30;40;3?173 CFA;4?461 CFA;19/09/2023;SANS TABLEAU;Supplement magnesique;Ampoules buvables;;;;;;;
Levophta collyre;40;3?318 CFA;4?695 CFA;30/08/2023;LISTE II;;Collyres;;;;;;;
Rinogrip sachet;41;1?228 CFA;1?726 CFA;19/09/2023;SANS TABLEAU;;Sachets Granules poudres orales;;;;;;;
Dolamine cp B/20 sans sucre;41;567 CFA;797 CFA;18/09/2023;SANS TABLEAU;Antalgique Antipyretique;Comprimes Gelules;;;;;;;
Verex sirop;41;720 CFA;1?042 CFA;15/09/2023;LISTE II;;Sirops;;;;;;;
Norvel 72 cp;41;1?307 CFA;1?867 CFA;19/09/2023;LISTE II;;Comprimes Gelules;;;;;;;
Kinal ss aspirine bte 30x6;41;75 CFA;105 CFA;19/09/2023;SANS TABLEAU;;Spray solutions externes;;;;;;;
Betadine jaune sol dermique Fl/125ml;42;981 CFA;1?379 CFA;19/09/2023;SANS TABLEAU;Antiseptique externe;Solutions externes lotions;;;;;;;
Gastrogel cp B/40 sans sucre;42;696 CFA;978 CFA;19/09/2023;SANS TABLEAU;Antiacide;Comprimes Gelules;;;;;;;
Appetine 2mg/5ml Fl/100ml;42;700 CFA;984 CFA;19/09/2023;SANS TABLEAU;Antihistaminique Antiallergique Stimulant de leapp;Sirops;;;;;;;
Till sol mouss Fl/200ml;42;1?193 CFA;1?677 CFA;19/09/2023;SANS TABLEAU;Antiseptique externe;Solutions externes lotions;;;;;;;
Roipar plus cp effe b/16;43;1?055 CFA;1?483 CFA;19/09/2023;SANS TABLEAU;;Comprimes Gelules;;;;;;;
Doxy 200mg cp B/8;43;-28 CFA;0 CFA;19/09/2023;LISTE I;Antalgique Antipyretique;Comprimes Gelules;;;;;;;
Nurabol 2mg sp Enf Fl/125ml;43;1?001 CFA;1?407 CFA;19/09/2023;SANS TABLEAU;Antihistaminique Antiallergique Stimulant de leapp;Sirops;;;;;;;
Wormin 500mg cp B/1;43;340 CFA;478 CFA;19/09/2023;SANS TABLEAU;Cicatrisation corneenne ;Collyres;;;;;;;
Ideos B/30 cp e croquer;44;3?035 CFA;4?267 CFA;18/07/2023;SANS TABLEAU;Supplement calcique;Comprimes Gelules;;;;;;;
Chericof sp Fl/100ml;44;908 CFA;1?276 CFA;19/09/2023;SANS TABLEAU;Antitussif toux seche;Sirops;;;;;;;
Visceralgine 20mg suppo B/20;44;1?093 CFA;1?566 CFA;18/09/2023;LISTE II;Antispasmodique;Suppositoires;;;;;;;
Flexpar 500mg c b/12;44;2?041 CFA;2?909 CFA;01/09/2023;I;;Comprimes Gelules;;;;;;;
Surdex sp Fl/60ml;44;777 CFA;1?092 CFA;19/09/2023;SANS TABLEAU;Decongestif nasal Antiseptique;Sirops;;;;;;;
Mediclav 1000mg/125mg sht 12;44;2?575 CFA;3?660 CFA;19/09/2023;LISTE I;;Sachets Granules poudres orales;;;;;;;
Nido 1+ croiss lait  pdre 1-3 ans b/400g;45;2?340 CFA;2?925 CFA;15/09/2023;SANS TABLEAU;;Farines et lait;;;;;;;
Antinorex sp 2mg/5ml Fl/125 ml sans sucre;45;937 CFA;1?317 CFA;18/09/2023;SANS TABLEAU;Antihistaminique Antiallergique Stimulant de leapp;Sirops;;;;;;;
Raldol cp;45;743 CFA;1?044 CFA;19/09/2023;SANS TABLEAU;;Comprimes Gelules;;;;;;;
Vaccin anti tetanique;45;40 CFA;40 CFA;11/09/2023;;;;;;;;;;
Frakidex pde opht T/15g;46;742 CFA;1?083 CFA;19/09/2023;LISTE I;Antiinfectieux Antiinflammatoire steroidien;Pommades ophtalmiques;;;;;;;
Fixim 200 cp;46;1?649 CFA;2?358 CFA;19/09/2023;LISTE I;;Comprimes Gelules;;;;;;;
Duphalac sachet B/20;46;1?870 CFA;2?629 CFA;19/09/2023;SANS TABLEAU;Laxatif;Sachets Granules poudres orales;;;;;;;
Catheter G20  rose;46;184 CFA;282 CFA;19/09/2023;SANS TABLEAU;;Divers ;;;;;;;
Vitavit sp FL/100ml;47;1?641 CFA;2?347 CFA;19/09/2023;LISTE I;Supplement vitaminique;Sirops;;;;;;;
Vogalene 5mg suppo B/10;47;725 CFA;1?049 CFA;19/09/2023;LISTE II;Cicatrisation corneenne ;Collyres;;;;;;;
Fil de suture nylon;47;0 CFA;0 CFA;07/09/2023;SANS TABLEAU;;Divers ;;;;;;;
Roipar 1000 cp eff ;48;785 CFA;1?103 CFA;16/09/2023;SANS TABLEAU;;Comprimes Gelules;;;;;;;
Advilmed sp ped f/200ml;48;1?880 CFA;2?673 CFA;19/09/2023;LISTE II;;Sirops;;;;;;;
Terpara 500 cp eff b/16;48;356 CFA;500 CFA;19/09/2023;SANS TABLEAU;;Comprimes Gelules;;;;;;;
Klipal 300 cp;48;1?000 CFA;1?446 CFA;07/09/2023;LISTE I;;Comprimes Gelules;;;;;;;
Diclo denk 50mg cp bte /20;48;651 CFA;945 CFA;19/09/2023;LISTE II;Antalgique Antiinflammatoire non sterodien Antipyr;Comprimes Gelules;;;;;;;
Panadol sp Fl/100ml ;49;845 CFA;1?188 CFA;19/09/2023;SANS TABLEAU;Antalgique Antipyretique;Sirops;;;;;;;
Fructines vichy 5mg cp ;49;1?234 CFA;1?735 CFA;19/09/2023;SANS TABLEAU;Laxatif;Comprimes Gelules;;;;;;;
"Rapidex 500/10/30;""5mg cp b/80;49;178 CFA;2?908 CFA;19/09/2023;ST;;Comprimes Gelules"";;;;;;"
Coton 80g idrofile;50;687 CFA;965 CFA;30/08/2023;SANS TABLEAU;;Divers ;;;;;;;
Desyrel susp buv fl/200ml;50;1?723 CFA;2?452 CFA;19/09/2023;LISTE II;;Sirops;;;;;;;
Largactil cp B/30;50;1?560 CFA;2?233 CFA;19/09/2023;LISTE I;Anxiolytique;Comprimes Gelules;;;;;;;
Xykaa extend 1000mg cp b/20;50;1?950 CFA;2?741 CFA;18/09/2023;SANS TABLEAU;;Comprimes Gelules;;;;;;;
Salvatis poudre;50;1?075 CFA;1?511 CFA;19/09/2023;SANS TABLEAU;;Divers ;;;;;;;
Masque face 3 plis b/50;50;1?332 CFA;2?088 CFA;23/03/2023;;;Divers ;;;;;;;
Voltarene emulgel 1% T/50g;50;1?341 CFA;1?915 CFA;16/09/2023;LISTE II;Cicatrisation corneenne ;Collyres;;;;;;;
Brustan cp  B/10;50;873 CFA;1?257 CFA;19/09/2023;LISTE II;Antalgique Antiinflammatoire non steroidien Antipy;Comprimes Gelules;;;;;;;
Paracetamol kabi 10mg/ml perf f/100ml;50;1?160 CFA;1?670 CFA;19/09/2023;I;;Inhalation;;;;;;;
Helmintox 250mg cp B/3;50;1?136 CFA;1?597 CFA;13/09/2023;SANS TABLEAU;Antihelminthique Antiparasitaire;Comprimes Gelules;;;;;;;
Bande de gaze labell 3mx7cm p10;50;285 CFA;438 CFA;21/04/2023;SANS TABLEAU;;Divers ;;;;;;;
Parol cp;51;538 CFA;786 CFA;29/08/2023;LISTE II;;Comprimes Gelules;;;;;;;
Elle test ;51;897 CFA;1?379 CFA;18/09/2023;SANS TABLEAU;;Divers ;;;;;;;
Novalgin 500mg cp B/20;51;944 CFA;1?367 CFA;19/09/2023;LISTE I;Analgesique;Comprimes Gelules;;;;;;;
Flagyl 500mg cp B/14;52;1?503 CFA;2?153 CFA;19/09/2023;LISTE I;Antiinfectieux Antiparasitaire (Nitro imidazoles);Comprimes Gelules;;;;;;;
Dynapar gel;52;923 CFA;1?327 CFA;19/09/2023;LISTE II;;Gel cutane;;;;;;;
Diclo pharma5 100mg suppo b/10;52;1?463 CFA;2?086 CFA;19/09/2023;LISTE II;;Suppositoires;;;;;;;
Antalgex T;52;1?237 CFA;1?779 CFA;18/09/2023;LISTE I;;Comprimes Gelules;;;;;;;
Hypafix 5x5;52;360 CFA;553 CFA;01/09/2023;SANS TABLEAU;;;;;;;;;
Gentasol collyre;53;666 CFA;976 CFA;19/09/2023;LISTE I;;Collyres;;;;;;;
Efferalgan vit c cp eff b/20;54;844 CFA;1?226 CFA;18/09/2023;ST;;Comprimes Gelules;;;;;;;
Secuvit sp f/250ml;55;2?038 CFA;2?865 CFA;19/09/2023;SANS TABLEAU;;Sirops;;;;;;;
Saforelle sol fl/250ml;55;2?101 CFA;2?954 CFA;17/09/2023;SANS TABLEAU;;Spray solutions externes;;;;;;;
CAC 1000 orange cp eff B/10;56;1?367 CFA;1?922 CFA;19/09/2023;SANS TABLEAU;;Comprimes Gelules;;;;;;;
Forza cereales alimentaires paquet/24;56;1?000 CFA;1?250 CFA;19/09/2023;SANS TABLEAU;Antiinfectieux Antiinflammatoire steroidien;Collyres;;;;;;;
Glyss suppo Ad B/10;56;555 CFA;780 CFA;17/09/2023;SANS TABLEAU;Laxatif;Suppositoires;;;;;;;
Bibactin 240mg sp Fl/100ml;58;876 CFA;1?271 CFA;19/09/2023;LISTE I;Antiinfectieux Antibacterien (Sulfamides);Sirops;;;;;;;
Aspegic 100mg B/20 sachet;58;888 CFA;1?248 CFA;19/09/2023;SANS TABLEAU;;Sachets Granules poudres orales;;;;;;;
Serum sale isotonique PNA;58;537 CFA;755 CFA;15/09/2023;SANS TABLEAU;;Injectables;;;;;;;
Acupan 20mg inj  B/5amp;59;2?319 CFA;3?300 CFA;19/09/2023;LISTE I;Antalgique;Injectables;;;;;;;
Mag 2 amp buv 10ml B/30 sans sucre;60;2?916 CFA;4?099 CFA;16/09/2023;SANS TABLEAU;Supplement magnesique;Ampoules buvables;;;;;;;
Lames de bistouri;61;0 CFA;0 CFA;11/09/2023;SANS TABLEAU;;Divers ;;;;;;;
Alfamox 1g sachet;61;2?548 CFA;3?622 CFA;19/09/2023;LISTE I;Amoxicilline + Acide clavulanique;Sachets Granules poudres orales;;;;;;;
Clamp de barre;62;134 CFA;206 CFA;15/09/2023;SANS TABLEAU;;Divers ;;;;;;;
Couche adulte super plus detail;62;1?821 CFA;2?840 CFA;11/09/2023;;;;;;;;;;
Restriva amp detail;63;304 CFA;457 CFA;19/09/2023;LISTE II;;Injectables;;;;;;;
Vicombil cp B/60 sans sucre;63;2?268 CFA;3?188 CFA;13/09/2023;SANS TABLEAU;Supplement vitaminique;Comprimes Gelules;;;;;;;
Flucogen 500mg;63;1?104 CFA;1?592 CFA;19/09/2023;LISTE I;;Comprimes Gelules;;;;;;;
Serum glucose 5% kabipac;65;716 CFA;1?101 CFA;15/09/2023;SANS TABLEAU;;Injectables;;;;;;;
Acfol 5mg cp bte/25;66;1?272 CFA;1?788 CFA;15/09/2023;SANS TABLEAU;;Comprimes Gelules;;;;;;;
Maalox stick 4.3ml bte 20;68;2?102 CFA;2?955 CFA;19/09/2023;SANS TABLEAU;;Sachets Granules poudres orales;;;;;;;
Acefyl sp 120ml;68;799 CFA;1?163 CFA;11/09/2023;;;Sirops;;;;;;;
Aclav 1g bte 12;69;3?095 CFA;4?391 CFA;19/09/2023;LISTE I;;Sachets Granules poudres orales;;;;;;;
Febrilex junior;70;1?035 CFA;1?455 CFA;19/09/2023;SANS TABLEAU;;Sirops;;;;;;;
Tensoplast 6HB/2.5m;71;423 CFA;650 CFA;19/09/2023;SANS TABLEAU;Antihypertenseur (IEC);Comprimes Gelules;;;;;;;
Tensoplast 10cmx/2.5m;74;562 CFA;864 CFA;18/09/2023;SANS TABLEAU;;Divers ;;;;;;;
Haldol 2mg/mlsol buv f/30ml;74;895 CFA;1?258 CFA;19/09/2023;SANS TABLEAU;Antitussif Expectorant;Sirops;;;;;;;
Sucria sucre diabete ;75;11 CFA;2?500 CFA;19/09/2023;SANS TABLEAU;;Sachets Granules poudres orales;;;;;;;
Apramol 1g eff;75;789 CFA;1?109 CFA;19/09/2023;SANS TABLEAU;;Comprimes Gelules;;;;;;;
Vifex sp FL/100ml;75;1?164 CFA;1?636 CFA;19/09/2023;SANS TABLEAU;Brochodilatateur Mucolytique ;Sirops;;;;;;;
Flub sup buv 30ml;76;1?345 CFA;1?931 CFA;19/09/2023;;;Sirops;;;;;;;
Compresse 40x40;76;839 CFA;1?179 CFA;19/09/2023;SANS TABLEAU;;Divers ;;;;;;;
Phenergan 25mg cp B/20;77;620 CFA;871 CFA;17/09/2023;SANS TABLEAU;Antihistaminique Antiallergique;Comprimes Gelules;;;;;;;
Caille-Lait brun cp B/30;78;1?062 CFA;1?533 CFA;16/08/2023;;;Comprimes Gelules;;;;;;;
Doxyatco 100mg gel b/50;79;3?127 CFA;4?436 CFA;11/09/2023;;;Comprimes Gelules;;;;;;;
Nursie 2/400g;80;4?135 CFA;5?168 CFA;19/09/2023;SANS TABLEAU;;Farines et lait;;;;;;;
Tardyferon 80mg cp B/30;81;1?711 CFA;2?405 CFA;19/09/2023;SANS TABLEAU;Antianemique ;Comprimes Gelules;;;;;;;
Buccothymol BB FL/150ml;83;777 CFA;1?092 CFA;19/09/2023;SANS TABLEAU;Antiseptique Antalgique;Bains de bouche;;;;;;;
Catheter vert 18 G;84;196 CFA;301 CFA;02/08/2023;SANS TABLEAU;;Divers ;;;;;;;
Salbutus sp FL/100ml;85;878 CFA;1?274 CFA;19/09/2023;LISTE I;Bronchodilatateur;Sirops;;;;;;;
Zeben cp B/1;85;441 CFA;650 CFA;19/09/2023;LISTE II;Cicatrisation corneenne ;Collyres;;;;;;;
Apramol 500mg cp eff B/16;85;838 CFA;1?218 CFA;19/09/2023;;;Comprimes Gelules;;;;;;;
Naturex sp 100ml;85;1?146 CFA;1?611 CFA;16/09/2023;SANS TABLEAU;;Divers ;;;;;;;
Biofar Multi/ 12 vitamine cp effer B/20 sans sucre;86;1?469 CFA;2?166 CFA;11/09/2023;SANS TABLEAU;Supplement vitaminique;Comprimes Gelules;;;;;;;
Verzol cp B/1;87;629 CFA;914 CFA;19/09/2023;LISTE II;Antihelminthique Antiparasitaire;Comprimes Gelules;;;;;;;
Tardyferon B9 cp B/30;88;1?990 CFA;2?797 CFA;19/09/2023;SANS TABLEAU;Antianemique ;Comprimes Gelules;;;;;;;
Tothema amp B/20;88;2?824 CFA;3?970 CFA;18/09/2023;SANS TABLEAU;Antianemique ;Ampoules buvables;;;;;;;
Genacid sirop;92;870 CFA;1?223 CFA;19/09/2023;SANS TABLEAU;;Sirops;;;;;;;
Maloxine cp plaq/3;92;398 CFA;599 CFA;19/09/2023;LISTE I;Antipaludique;Comprimes Gelules;;;;;;;
Amoxi denk 500mg;92;1?568 CFA;2?244 CFA;19/09/2023;LISTE I;;Comprimes Gelules;;;;;;;
Panol 500mg cp B/100;93;73 CFA;102 CFA;13/04/2023;SANS TABLEAU;Antalgique Antipyretique;Comprimes Gelules;;;;;;;
Dynamogen amp B/20;93;2?679 CFA;3?766 CFA;19/09/2023;SANS TABLEAU;Stimulant de leappetit;Ampoules buvables;;;;;;;
Salbutus sp FL/200ml;94;1?319 CFA;1?894 CFA;19/09/2023;LISTE I;;Sirops;;;;;;;
Litacold respi/ inhalateur b/10X10;94;797 CFA;1?160 CFA;18/08/2023;;;Divers ;;;;;;;
Alcool 70 valda fl/125ml;98;588 CFA;904 CFA;19/09/2023;SANS TABLEAU;;Solutions externes lotions;;;;;;;
Gastricid cp b/50;98;405 CFA;569 CFA;19/09/2023;SANS TABLEAU;;Comprimes Gelules;;;;;;;
Accufast test de grossesse;100;0 CFA;1?500 CFA;18/09/2023;SANS TABLEAU;;Divers ;;;;;;;
Efferalgan 1g cp eff B/8;100;847 CFA;1?190 CFA;19/09/2023;SANS TABLEAU;Antalgique Antipyretique;Comprimes Gelules;;;;;;;
Dislep injectable;101;4?147 CFA;5?860 CFA;19/09/2023;LISTE II;;;;;;;;;
Dynapar EC cp b/10x10;102;327 CFA;489 CFA;19/09/2023;LISTE II;;Comprimes Gelules;;;;;;;
"Norlevo 1;""5mg cp B/1;103;2?553 CFA;3?589 CFA;19/09/2023;SANS TABLEAU;Contraceptif deurgence;Comprimes Gelules"";;;;;;"
Efferalgan sp Fl/90ml;103;831 CFA;1?168 CFA;19/09/2023;SANS TABLEAU;Antalgique Antipyretique;Sirops;;;;;;;
Catheter G24 jaune;103;401 CFA;616 CFA;16/08/2023;SANS TABLEAU;;Divers ;;;;;;;
Diclo denk 100mg R plaq au detail;103;-21 CFA;0 CFA;14/09/2023;LISTE II;Antiinflammatoire non steroidien;Comprimes Gelules;;;;;;;
Panadol advence 500mg b/16;104;948 CFA;1?372 CFA;19/09/2023;ST;;Comprimes Gelules;;;;;;;
Phenobarbital midis 100 mg;108;153 CFA;245 CFA;15/09/2023;LISTE II;;Comprimes Gelules;;;;;;;
Ibumol cp B/30;109;1?945 CFA;2?764 CFA;29/08/2023;LISTE II;Antalgique Antipyretique;Comprimes Gelules;;;;;;;
Upsa- C cp eff B/10;110;663 CFA;932 CFA;19/09/2023;SANS TABLEAU;Antiasthenique;Comprimes Gelules;;;;;;;
Securil 1plaq B/28 cp ;112;238 CFA;374 CFA;19/09/2023;LISTE I;Contraceptif;Comprimes Gelules;;;;;;;
CAC 1000cp eff B/10;112;1?261 CFA;1?772 CFA;19/09/2023;SANS TABLEAU;Supplement vitaminique;Comprimes Gelules;;;;;;;
Ventoline spray 200 doses;113;2?287 CFA;3?255 CFA;19/09/2023;LISTE I;Bronchodilatateur;Spray aerosol;;;;;;;
Novotwist aig 0.32x5 b/100;114;92 CFA;141 CFA;01/09/2023;SANS TABLEAU;;Divers ;;;;;;;
Seringue insuline 1ml.;115;69 CFA;97 CFA;19/09/2023;SANS TABLEAU;;Divers ;;;;;;;
Helmintox 750mg sachet;117;902 CFA;1?268 CFA;19/09/2023;SANS TABLEAU;;Comprimes Gelules;;;;;;;
Multical plus;122;2?531 CFA;3?558 CFA;19/09/2023;SANS TABLEAU;;Comprimes Gelules;;;;;;;
Litacold sirop;122;870 CFA;1?223 CFA;19/09/2023;SANS TABLEAU;;Sirops;;;;;;;
Seringue 5ml;127;611 CFA;859 CFA;13/09/2023;SANS TABLEAU;;Divers ;;;;;;;
Carben sp FL/30ml;132;518 CFA;728 CFA;19/09/2023;SANS TABLEAU;Antihelminthique Antiparasitaire;Sirops;;;;;;;
Nuravit sp Fl/125ml;141;1?678 CFA;2?359 CFA;19/09/2023;SANS TABLEAU;Stimulant de leappetit;Sirops;;;;;;;
Fluomac gel 150mg b/1;151;571 CFA;842 CFA;04/09/2023;II;;Comprimes Gelules;;;;;;;
Spasfon cp B/30;154;1?438 CFA;2?021 CFA;19/09/2023;SANS TABLEAU;Antispasmodique;Comprimes Gelules;;;;;;;
Neutrocold cp etui/4 b/25;154;153 CFA;215 CFA;19/09/2023;SANS TABLEAU;;Comprimes Gelules;;;;;;;
Apdyl H sp Fl/100ml;155;1?201 CFA;1?688 CFA;19/09/2023;SANS TABLEAU;Antitussif Expectorant;Sirops;;;;;;;
NaN optipro 1 b/400g;157;2?637 CFA;6?671 CFA;18/09/2023;SANS TABLEAU;;Farines et lait;;;;;;;
